L-value,AlmO - 2TAPL,AlmO - 4TAPL,And - 2TAPL,And - 4TAPL
185.286,124,185.286,106,126
185.288,126,185.288,118,117
185.29,134,185.29,100,139
185.292,123,185.292,120,127
185.294,120,185.294,120,120
185.296,117,185.296,94,144
185.298,103,185.298,93,149
185.3,144,185.3,108,122
185.302,119,185.302,102,136
185.304,115,185.304,94,139
185.306,132,185.306,100,153
185.308,131,185.308,124,141
185.31,134,185.31,88,143
185.312,129,185.312,98,144
185.314,116,185.314,106,118
185.316,107,185.316,91,158
185.318,120,185.318,104,147
185.32,104,185.32,102,139
185.322,108,185.322,102,150
185.324,125,185.324,102,127
185.326,149,185.326,113,135
185.328,114,185.328,83,140
185.33,142,185.33,105,140
185.332,122,185.332,118,144
185.334,144,185.334,99,162
185.336,125,185.336,107,141
185.338,109,185.338,107,131
185.34,112,185.34,101,119
185.342,122,185.342,109,140
185.344,119,185.344,115,135
185.346,119,185.346,108,128
185.348,133,185.348,118,139
185.35,123,185.35,123,122
185.352,158,185.352,104,131
185.354,121,185.354,95,148
185.356,115,185.356,93,153
185.358,141,185.358,104,128
185.36,120,185.36,118,124
185.362,127,185.362,115,141
185.364,117,185.364,100,145
185.366,126,185.366,122,151
185.368,122,185.368,116,150
185.37,108,185.37,119,167
185.372,101,185.372,121,135
185.374,111,185.374,99,143
185.376,121,185.376,108,155
185.378,124,185.378,96,145
185.38,94,185.38,110,148
185.382,127,185.382,111,132
185.384,112,185.384,111,149
185.386,111,185.386,106,127
185.388,138,185.388,95,162
185.39,127,185.39,123,132
185.392,111,185.392,105,134
185.394,137,185.394,108,121
185.396,113,185.396,112,148
185.398,104,185.398,83,130
185.4,132,185.4,99,153
185.402,120,185.402,108,119
185.404,122,185.404,104,147
185.406,123,185.406,107,142
185.408,111,185.408,103,148
185.41,138,185.41,113,131
185.412,114,185.412,125,135
185.414,118,185.414,108,141
185.416,111,185.416,96,166
185.418,112,185.418,88,148
185.42,131,185.42,108,143
185.422,113,185.422,99,135
185.424,132,185.424,122,150
185.426,158,185.426,126,145
185.428,133,185.428,114,141
185.43,140,185.43,106,147
185.432,130,185.432,124,136
185.434,142,185.434,104,135
185.436,133,185.436,109,146
185.438,109,185.438,108,132
185.44,131,185.44,106,152
185.442,120,185.442,104,133
185.444,114,185.444,107,140
185.446,128,185.446,126,151
185.448,129,185.448,115,143
185.45,120,185.45,109,151
185.452,131,185.452,108,145
185.454,125,185.454,108,154
185.456,135,185.456,90,155
185.458,120,185.458,107,147
185.46,122,185.46,114,165
185.462,129,185.462,100,138
185.464,132,185.464,116,145
185.466,131,185.466,124,133
185.468,142,185.468,111,132
185.47,129,185.47,114,163
185.472,151,185.472,118,167
185.474,119,185.474,117,149
185.476,106,185.476,108,144
185.478,125,185.478,108,150
185.48,155,185.48,84,137
185.482,137,185.482,125,164
185.484,129,185.484,93,156
185.486,126,185.486,118,137
185.488,133,185.488,121,136
185.49,119,185.49,100,142
185.492,119,185.492,108,140
185.494,140,185.494,105,140
185.496,113,185.496,119,138
185.498,120,185.498,136,130
185.5,136,185.5,129,134
185.502,139,185.502,116,156
185.504,126,185.504,123,168
185.506,144,185.506,116,152
185.508,135,185.508,110,139
185.51,133,185.51,118,162
185.512,116,185.512,108,154
185.514,127,185.514,112,148
185.516,129,185.516,118,145
185.518,138,185.518,112,163
185.52,118,185.52,125,154
185.522,130,185.522,124,156
185.524,121,185.524,118,146
185.526,134,185.526,116,156
185.528,151,185.528,119,137
185.53,142,185.53,101,144
185.532,158,185.532,115,140
185.534,142,185.534,118,121
185.536,147,185.536,94,143
185.538,139,185.538,103,168
185.54,137,185.54,111,154
185.542,118,185.542,123,155
185.544,128,185.544,104,145
185.546,120,185.546,102,156
185.548,135,185.548,98,164
185.55,140,185.55,113,126
185.552,147,185.552,111,134
185.554,130,185.554,103,168
185.556,119,185.556,109,159
185.558,160,185.558,130,141
185.56,130,185.56,112,158
185.562,143,185.562,99,163
185.564,138,185.564,122,147
185.566,136,185.566,122,157
185.568,144,185.568,116,144
185.57,148,185.57,130,154
185.572,144,185.572,126,162
185.574,134,185.574,97,164
185.576,139,185.576,113,144
185.578,143,185.578,110,139
185.58,119,185.58,136,156
185.582,125,185.582,122,138
185.584,124,185.584,115,140
185.586,142,185.586,110,162
185.588,142,185.588,130,139
185.59,140,185.59,118,154
185.592,141,185.592,123,148
185.594,129,185.594,123,168
185.596,155,185.596,138,149
185.598,158,185.598,118,156
185.6,150,185.6,130,176
185.602,152,185.602,102,129
185.604,123,185.604,108,161
185.606,123,185.606,93,161
185.608,121,185.608,121,139
185.61,133,185.61,122,134
185.612,141,185.612,111,142
185.614,131,185.614,110,155
185.616,126,185.616,104,154
185.618,138,185.618,110,150
185.62,125,185.62,135,161
185.622,145,185.622,123,165
185.624,158,185.624,124,163
185.626,141,185.626,129,153
185.628,160,185.628,108,135
185.63,143,185.63,120,132
185.632,150,185.632,124,159
185.634,167,185.634,126,160
185.636,163,185.636,107,133
185.638,121,185.638,127,149
185.64,133,185.64,120,160
185.642,146,185.642,115,155
185.644,133,185.644,108,157
185.646,126,185.646,119,153
185.648,171,185.648,114,158
185.65,159,185.65,116,141
185.652,159,185.652,123,157
185.654,146,185.654,130,142
185.656,136,185.656,110,174
185.658,143,185.658,118,170
185.66,146,185.66,120,162
185.662,160,185.662,114,166
185.664,131,185.664,134,166
185.666,136,185.666,117,157
185.668,126,185.668,126,140
185.67,147,185.67,105,155
185.672,144,185.672,108,137
185.674,115,185.674,124,153
185.676,118,185.676,112,146
185.678,150,185.678,101,145
185.68,149,185.68,119,165
185.682,117,185.682,114,154
185.684,139,185.684,144,156
185.686,133,185.686,119,154
185.688,121,185.688,120,141
185.69,174,185.69,119,161
185.692,126,185.692,110,173
185.694,166,185.694,104,182
185.696,161,185.696,117,187
185.698,134,185.698,121,163
185.7,144,185.7,95,163
185.702,159,185.702,126,146
185.704,139,185.704,90,163
185.706,142,185.706,114,166
185.708,141,185.708,121,154
185.71,142,185.71,119,146
185.712,130,185.712,147,177
185.714,159,185.714,106,154
185.716,130,185.716,114,140
185.718,150,185.718,131,184
185.72,116,185.72,125,174
185.722,167,185.722,104,163
185.724,158,185.724,122,168
185.726,132,185.726,124,163
185.728,137,185.728,113,163
185.73,146,185.73,103,153
185.732,148,185.732,122,170
185.734,148,185.734,114,164
185.736,154,185.736,124,147
185.738,162,185.738,130,161
185.74,150,185.74,108,170
185.742,175,185.742,116,167
185.744,159,185.744,135,155
185.746,139,185.746,126,168
185.748,151,185.748,138,148
185.75,136,185.75,149,169
185.752,156,185.752,131,171
185.754,139,185.754,129,165
185.756,132,185.756,122,180
185.758,157,185.758,130,156
185.76,143,185.76,112,159
185.762,170,185.762,107,153
185.764,161,185.764,98,156
185.766,147,185.766,124,164
185.768,152,185.768,127,169
185.77,129,185.77,131,162
185.772,148,185.772,122,159
185.774,157,185.774,132,193
185.776,139,185.776,126,129
185.778,139,185.778,125,165
185.78,143,185.78,136,160
185.782,131,185.782,132,153
185.784,171,185.784,108,188
185.786,151,185.786,123,169
185.788,160,185.788,112,178
185.79,131,185.79,128,185
185.792,136,185.792,129,170
185.794,152,185.794,126,171
185.796,141,185.796,117,145
185.798,151,185.798,107,151
185.8,179,185.8,135,139
185.802,150,185.802,123,166
185.804,148,185.804,108,168
185.806,147,185.806,128,159
185.808,132,185.808,117,156
185.81,146,185.81,114,179
185.812,144,185.812,111,159
185.814,156,185.814,121,189
185.816,146,185.816,127,153
185.818,144,185.818,125,168
185.82,146,185.82,114,142
185.822,141,185.822,122,161
185.824,167,185.824,126,166
185.826,154,185.826,137,166
185.828,149,185.828,131,160
185.83,154,185.83,140,151
185.832,156,185.832,116,167
185.834,125,185.834,114,173
185.836,185,185.836,122,181
185.838,149,185.838,113,172
185.84,158,185.84,118,194
185.842,155,185.842,144,171
185.844,128,185.844,125,175
185.846,151,185.846,110,178
185.848,147,185.848,123,163
185.85,140,185.85,109,171
185.852,177,185.852,121,161
185.854,165,185.854,132,180
185.856,159,185.856,134,170
185.858,148,185.858,153,155
185.86,136,185.86,117,181
185.862,176,185.862,116,170
185.864,169,185.864,115,199
185.866,159,185.866,164,169
185.868,149,185.868,121,201
185.87,148,185.87,128,165
185.872,167,185.872,120,175
185.874,152,185.874,122,183
185.876,152,185.876,117,162
185.878,162,185.878,141,142
185.88,162,185.88,129,192
185.882,171,185.882,129,162
185.884,145,185.884,131,181
185.886,173,185.886,124,160
185.888,162,185.888,153,167
185.89,149,185.89,109,155
185.892,150,185.892,144,155
185.894,184,185.894,128,169
185.896,171,185.896,155,140
185.898,159,185.898,134,166
185.9,147,185.9,108,193
185.902,148,185.902,128,156
185.904,162,185.904,126,191
185.906,167,185.906,144,176
185.908,171,185.908,129,169
185.91,139,185.91,117,175
185.912,166,185.912,127,182
185.914,159,185.914,123,170
185.916,135,185.916,140,168
185.918,151,185.918,117,193
185.92,156,185.92,136,183
185.922,167,185.922,135,184
185.924,152,185.924,126,171
185.926,175,185.926,122,181
185.928,166,185.928,115,163
185.93,138,185.93,126,181
185.932,162,185.932,114,178
185.934,167,185.934,115,189
185.936,154,185.936,117,165
185.938,157,185.938,116,191
185.94,179,185.94,142,184
185.942,153,185.942,114,180
185.944,132,185.944,126,160
185.946,196,185.946,113,188
185.948,162,185.948,114,161
185.95,152,185.95,106,188
185.952,162,185.952,113,203
185.954,164,185.954,119,168
185.956,164,185.956,135,166
185.958,183,185.958,100,181
185.96,162,185.96,126,166
185.962,159,185.962,108,186
185.964,178,185.964,122,179
185.966,152,185.966,137,163
185.968,190,185.968,131,176
185.97,153,185.97,108,175
185.972,175,185.972,149,190
185.974,182,185.974,131,175
185.976,147,185.976,136,216
185.978,154,185.978,135,143
185.98,156,185.98,121,163
185.982,168,185.982,131,196
185.984,154,185.984,135,174
185.986,182,185.986,133,178
185.988,165,185.988,138,164
185.99,179,185.99,124,186
185.992,147,185.992,145,159
185.994,183,185.994,113,203
185.996,173,185.996,139,195
185.998,172,185.998,97,163
186,169,186,128,176
186.002,156,186.002,131,172
186.004,167,186.004,131,183
186.006,147,186.006,129,182
186.008,149,186.008,128,195
186.01,159,186.01,124,172
186.012,139,186.012,131,169
186.014,169,186.014,152,168
186.016,141,186.016,131,185
186.018,148,186.018,126,184
186.02,181,186.02,127,185
186.022,158,186.022,126,191
186.024,191,186.024,134,193
186.026,162,186.026,121,198
186.028,155,186.028,129,188
186.03,174,186.03,126,206
186.032,164,186.032,148,182
186.034,174,186.034,123,191
186.036,165,186.036,137,205
186.038,151,186.038,139,187
186.04,167,186.04,141,177
186.042,169,186.042,124,180
186.044,172,186.044,129,203
186.046,168,186.046,155,193
186.048,179,186.048,143,202
186.05,148,186.05,148,192
186.052,174,186.052,137,185
186.054,180,186.054,141,222
186.056,186,186.056,148,157
186.058,161,186.058,128,173
186.06,182,186.06,128,178
186.062,179,186.062,127,218
186.064,159,186.064,134,216
186.066,181,186.066,127,209
186.068,166,186.068,137,185
186.07,157,186.07,126,157
186.072,155,186.072,122,205
186.074,157,186.074,129,188
186.076,162,186.076,135,181
186.078,202,186.078,127,213
186.08,162,186.08,124,198
186.082,151,186.082,143,194
186.084,192,186.084,125,169
186.086,151,186.086,143,222
186.088,174,186.088,137,181
186.09,172,186.09,147,190
186.092,165,186.092,132,177
186.094,176,186.094,126,203
186.096,168,186.096,137,201
186.098,164,186.098,142,183
186.1,176,186.1,128,199
186.102,139,186.102,112,187
186.104,170,186.104,139,229
186.106,172,186.106,133,188
186.108,175,186.108,117,201
186.11,163,186.11,147,215
186.112,166,186.112,136,199
186.114,179,186.114,141,191
186.116,158,186.116,140,190
186.118,160,186.118,124,224
186.12,166,186.12,127,198
186.122,170,186.122,132,214
186.124,160,186.124,150,216
186.126,175,186.126,146,218
186.128,169,186.128,127,210
186.13,152,186.13,149,204
186.132,163,186.132,111,209
186.134,186,186.134,124,177
186.136,181,186.136,142,202
186.138,184,186.138,133,197
186.14,207,186.14,139,199
186.142,155,186.142,128,224
186.144,202,186.144,156,189
186.146,179,186.146,118,201
186.148,175,186.148,140,207
186.15,179,186.15,125,207
186.152,176,186.152,118,195
186.154,161,186.154,138,189
186.156,161,186.156,139,186
186.158,175,186.158,126,209
186.16,185,186.16,135,208
186.162,172,186.162,138,204
186.164,163,186.164,147,225
186.166,171,186.166,153,201
186.168,158,186.168,138,203
186.17,197,186.17,110,236
186.172,182,186.172,137,213
186.174,169,186.174,128,203
186.176,151,186.176,131,221
186.178,186,186.178,139,214
186.18,182,186.18,146,223
186.182,171,186.182,142,207
186.184,188,186.184,169,212
186.186,177,186.186,140,211
186.188,192,186.188,155,208
186.19,187,186.19,141,189
186.192,166,186.192,144,231
186.194,173,186.194,168,188
186.196,180,186.196,156,226
186.198,167,186.198,150,228
186.2,181,186.2,135,192
186.202,198,186.202,140,209
186.204,184,186.204,155,205
186.206,196,186.206,141,194
186.208,190,186.208,149,231
186.21,198,186.21,146,226
186.212,180,186.212,131,218
186.214,169,186.214,135,224
186.216,173,186.216,151,220
186.218,197,186.218,138,199
186.22,193,186.22,131,212
186.222,184,186.222,151,192
186.224,180,186.224,157,243
186.226,164,186.226,137,236
186.228,190,186.228,132,199
186.23,173,186.23,153,207
186.232,188,186.232,145,235
186.234,185,186.234,143,192
186.236,189,186.236,163,221
186.238,169,186.238,148,214
186.24,157,186.24,135,247
186.242,205,186.242,144,215
186.244,195,186.244,132,233
186.246,165,186.246,164,213
186.248,185,186.248,154,211
186.25,142,186.25,153,197
186.252,166,186.252,155,196
186.254,164,186.254,135,269
186.256,187,186.256,141,236
186.258,168,186.258,173,250
186.26,178,186.26,130,258
186.262,175,186.262,137,239
186.264,169,186.264,153,228
186.266,176,186.266,159,249
186.268,177,186.268,145,236
186.27,179,186.27,154,216
186.272,175,186.272,172,235
186.274,191,186.274,131,235
186.276,192,186.276,128,230
186.278,202,186.278,153,264
186.28,200,186.28,161,236
186.282,172,186.282,150,231
186.284,183,186.284,164,234
186.286,177,186.286,141,212
186.288,184,186.288,146,232
186.29,181,186.29,121,219
186.292,179,186.292,164,247
186.294,206,186.294,141,236
186.296,186,186.296,144,221
186.298,177,186.298,148,229
186.3,162,186.3,155,211
186.302,191,186.302,165,233
186.304,180,186.304,143,241
186.306,216,186.306,165,263
186.308,193,186.308,163,233
186.31,197,186.31,147,237
186.312,212,186.312,141,233
186.314,163,186.314,142,268
186.316,191,186.316,135,250
186.318,202,186.318,158,249
186.32,183,186.32,154,245
186.322,195,186.322,147,252
186.324,178,186.324,144,266
186.326,188,186.326,157,253
186.328,177,186.328,152,226
186.33,180,186.33,167,262
186.332,182,186.332,140,230
186.334,198,186.334,125,248
186.336,178,186.336,145,252
186.338,172,186.338,163,259
186.34,172,186.34,148,254
186.342,184,186.342,172,261
186.344,200,186.344,122,249
186.346,207,186.346,166,271
186.348,198,186.348,140,240
186.35,191,186.35,157,240
186.352,192,186.352,177,255
186.354,211,186.354,156,261
186.356,181,186.356,162,263
186.358,200,186.358,148,249
186.36,225,186.36,156,254
186.362,184,186.362,153,256
186.364,208,186.364,148,235
186.366,191,186.366,150,249
186.368,180,186.368,148,259
186.37,176,186.37,173,278
186.372,191,186.372,154,237
186.374,177,186.374,148,261
186.376,189,186.376,171,248
186.378,168,186.378,160,229
186.38,191,186.38,156,275
186.382,160,186.382,166,269
186.384,210,186.384,154,275
186.386,195,186.386,150,271
186.388,212,186.388,149,244
186.39,172,186.39,169,243
186.392,198,186.392,141,263
186.394,208,186.394,169,263
186.396,190,186.396,142,283
186.398,218,186.398,152,271
186.4,204,186.4,186,267
186.402,207,186.402,179,263
186.404,202,186.404,156,248
186.406,200,186.406,167,272
186.408,192,186.408,157,269
186.41,211,186.41,151,276
186.412,187,186.412,171,295
186.414,171,186.414,183,292
186.416,214,186.416,144,255
186.418,201,186.418,155,277
186.42,192,186.42,154,255
186.422,212,186.422,142,276
186.424,192,186.424,134,260
186.426,194,186.426,178,270
186.428,181,186.428,148,298
186.43,189,186.43,168,292
186.432,199,186.432,146,286
186.434,212,186.434,154,251
186.436,194,186.436,157,286
186.438,176,186.438,178,279
186.44,197,186.44,158,279
186.442,191,186.442,155,284
186.444,221,186.444,163,269
186.446,209,186.446,148,335
186.448,188,186.448,152,287
186.45,174,186.45,168,252
186.452,210,186.452,159,266
186.454,199,186.454,173,309
186.456,208,186.456,190,291
186.458,213,186.458,145,270
186.46,208,186.46,163,272
186.462,196,186.462,190,302
186.464,185,186.464,175,278
186.466,193,186.466,160,296
186.468,199,186.468,183,297
186.47,197,186.47,173,250
186.472,214,186.472,173,302
186.474,187,186.474,157,288
186.476,157,186.476,161,266
186.478,203,186.478,155,296
